user_id	age	gender	occupation
2df5622217709b252a1ff0faa7232821	40	女	运营专员
2e04b810bc241de0628826f23b541be2	48	男	数据分析师
2e3f3fa729537409491c3ef4534e58ef	47	女	会计师
2e658c62fe2c57a2c069c03394fab095	59	女	企业家
2e6c7b7f94cea3981fe22024d06f14e4	52	女	会计师
2e872946fcf1c0b3c9105303b9325f4b	24	男	财务分析师
2ef2c4a4e6b365efa33dbc3ea6ab21ce	33	女	律师
2f15dfc127e9acdf62f53c7e8a17d165	43	男	研究员
2f3a5d3cf10857e9026cd7d066bf775e	65	女	学生
2f860dab1b2f4f45b652a08956693457	19	男	医生
2f9f487b79fc56795407ce369ecae9b5	18	女	律师
2fa9c9edf9e48bb3180f9b249287fe67	65	女	企业家
2fedb900a4b9941cb93c370744ae0198	29	男	学生
2feece03860c1382b4126a9909142bd7	22	男	市场营销
3009ec1a595f825d814048ae1ec67ae2	54	女	学生
301ddffee51103358373a0adbedb1e4b	49	男	律师
302a1c4bc29428b227bf0abba3b3bce0	26	女	律师
303ecece68e8426aa162bdcead460ebe	58	男	咨询顾问
30ab92c254e0a5ee00822c39423cfe1e	52	男	技术支持
30bc13c1068ebf774d357be7ab710d6b	36	男	律师
30f3621e72b37b14042e0df1c45a5b0e	65	男	数据分析师
310b85405274ea45152cede3f6b0c7dd	33	女	运营专员
31666b1c8cad44ae5a49549f0db49669	20	女	销售经理
3181e19a4da4378547035560ac9d81bf	37	男	市场营销
326400a4fcf042b4f08095a6a3c6c9e8	41	女	教师
32ace9edab1ffed9e0045f02891dd0b4	50	男	咨询顾问
32ccc13452885e54940e3aea1d096924	41	女	教师
32d529c211be6407e822f5f0e8a2338b	28	女	市场营销
3338472941db374dfddeeddb02db7604	25	女	市场营销
33437131853b32a72c8fcd290d40187e	53	男	学生
334d5f7f3c56cf991453b5db6b132f7b	55	男	企业家
3360a61e340f89a875560782a68a5fba	57	男	医生
33fcc595b21bf10b4dc4a15e1d9214f0	37	男	数据分析师
34656c596078754c1ba0f7caa8cecf07	52	男	软件工程师
3483f8cf04ee4187ae2ef5879f732a0c	65	男	财务分析师
34f7e0aa9bae5381758c36be9dbc5ada	42	男	技术支持
35049a8c22d63f42137f92207aceb99a	52	男	人力资源
35b52017caff4eb2207cb2a3d46d1343	42	男	学生
35c633465378ebdacae3b200122af4dd	46	男	研究员
35cfb04cabc13dbeeec4878e0e5aab27	35	男	咨询顾问
3644cee6f4fb4ae6e1a86c8578d2ea2f	63	女	医生
36516c3ce400eafbf7294889ddb81d3e	35	男	技术支持
366cdb757b33b7ec1ea6c599133e016d	19	男	销售经理
367b8e59cb8e6a513342b59ee6c24b32	52	女	UI设计师
36abb365db1e57b058d8f1cb2b00830b	33	男	项目经理
37298358430d26df6c282ce5b9d474b7	58	女	律师
374b8ecd40cf9099fb4349a43cf1e157	53	男	数据分析师
3772d24ed2af1ba9ab0fb56a5556c109	50	男	UI设计师
37835875fa15f5e6a9ba7a5abdafae78	21	女	技术支持
3786988903b3e6ac337e5c78849256f4	50	男	研究员
37eed107af6ddbfa1056b950f35cfddc	31	男	医生
382c55dd3c5f533afa51213c3b8e6fe6	38	女	医生
3831e5324bb09f6f920e438409fe0be7	65	男	自由职业者
384481b87531088b8f5f1c4ef4001ff5	37	女	软件工程师
3866d315beada0e6f98651eacc97a75f	25	女	学生
389bd554f26694d69f833a9d9f0894c7	24	男	会计师
38af54a5c346652c0f230c156098149f	20	女	咨询顾问
38c72b69c19f47a37a1ff574b5c348b2	34	男	会计师
391321880aee6d250d2233394942dfd0	50	男	自由职业者
3918d5c6903ef723fa75dc103b201d44	65	女	技术支持
3920d0777fbd1d8bd0c8d8ca112f0871	29	女	咨询顾问
3949ee99e93c64fe50b40649bcefc01f	39	女	研究员
395306ab647f149bc3b0ecc73b51da89	39	女	教师
3955b0c49e5e196ff6e736c4f345a50c	63	男	数据分析师
39a43ca5872ba33a8a9597e6967cfa0a	47	女	咨询顾问
39fe2c7779b2d31885c2aa7aaf02a15d	55	男	咨询顾问
3a54b3dda263c8395f609714f8a54f7d	55	女	教师
3a5eb0d414938ffc2b88ce29b359de8d	62	男	学生
3a7230f21131e472d3f6a81a0ebae4df	25	女	销售经理
3a875d1374b8c1a88102d9058fd90ead	44	女	财务分析师
3acdb67c9db85777bfd4dd479904e2bc	44	女	市场营销
3ace997b417db53f392b3e16cbc418c1	51	女	市场营销
3ae5fcfa98b45972f3ee32391ddae1ee	38	女	企业家
3b775544898886e1e5501617d938f55c	47	男	自由职业者
3b8844c6e0fad791c3413527d1df1c6f	50	男	数据分析师
3bb6b5267130bb4f1a0618c7f50ae331	45	男	会计师
3bc1806ec281cd7ffdc76b7429c9f126	64	女	企业家
3bc2c565dd9e144d42b77d2661d35178	50	男	学生
3c0f91948e6edad423bfb9782a10f516	22	女	咨询顾问
3c1f640eccddfc0bfd717d39430433b0	65	男	数据分析师
3c7ceced9e0a7febe7d35ac1c913ce91	36	女	人力资源
3c8ac3d369a1c120c9cab73e1ddf7d98	21	女	人力资源
3cb1584b1292e4ef01b6d256ffd36997	52	女	研究员
3cb6accc2f53310c9e9adeb1a401a79a	34	女	学生
3cc7fd9c07ca888dc2010f3236c3bd90	61	女	会计师
3ccc9f71ff3293daf5f07e5f64d59e3b	45	女	医生
3cdcd6c1b122a976749752eb5df39ddd	47	女	市场营销
3dacb6433ec9516bc869bc03794945c7	46	女	市场营销
3dc8369a0743a78427cfc5f2b506abf0	63	男	UI设计师
3e79417df36a4883c8bc80ee2d973102	23	男	教师
3e8caedf75df637393944ee16b52498f	52	男	企业家
3ebcfb3f56a56fdf34d2f3c18075eb4b	58	男	财务分析师
3ec170e13fc5034365b64032597e6133	54	男	学生
3f1656810dc192547a2ed68471085575	41	女	研究员
3f3d2399b046ad3326e58454ccc70010	46	女	UI设计师
3f438ded5f4a462ac6d52e3fa063bcfb	63	男	项目经理
3ffc132246d1d4a818c19a8d915acc09	48	男	医生
40129dbdaaf487a3e78830048a02b84c	52	男	项目经理
4030d6c39d217522c4ba9a35e6e5365d	50	男	企业家
404b35ef633bd86a42499be609786f52	38	男	市场营销
404c8edbd255035b469664de5e47d288	49	男	产品经理
4063b8acc57a187d74a114c47db09737	40	女	运营专员
40730f4527e0c7cd01e85029f268c425	50	女	UI设计师
407f4c59346b1523175fcece7549e224	20	男	研究员
41188188cee2744c5c254a2bd74c99c5	35	女	学生
412af12d9a5ff79b00ee69728c3f5c9f	42	女	咨询顾问
4172dc0d8928b79ff4aad61a4540cd1b	59	女	销售经理
41943fd56bbb8a6157650755baadadc7	48	男	市场营销
41f4312584cf4086a36eb12862f524f7	20	女	UI设计师
421bc51f7db6a9600f5a4dcfb6dd0a8d	57	男	律师
421d9732b28869775cd4d0a5f9664de6	63	女	数据分析师
421f29496491e9428b49185d971bb49e	41	男	运营专员
423488da9a649816f8320c9fa8c05337	49	男	研究员
4252ad680cf0f8a5519a0b536683442b	64	女	数据分析师
42fe0361d7b7ca28b883964c4abf88fd	39	男	UI设计师
4304f3ad48446f9a2027b163e69f2f43	40	女	技术支持
431af760530e4ff8bc73d267e8f15bae	19	男	自由职业者
432a9708667d4fed700ea2b586d46f5a	44	女	咨询顾问
4361dbd7fd229238378a18907f6e7d76	59	女	项目经理
4387d99044e35a9b4b0a292a4d40c12b	19	女	项目经理
43abc94ca173cb88ed83e0a8ffef5ed4	43	男	技术支持
43de441e0cca24af915dc0fd9b08a88a	34	男	财务分析师
43ff0c40bdcd00896ee30f8bf97d0813	57	男	市场营销
440daf62798c53ed45a8cd3a2dd3c7cd	50	男	销售经理
441ec5d523ea079300744b2a1e8a6171	26	男	销售经理
4440e5522c6a17dd86619b24b341363e	60	男	销售经理
4447dbde63c80262037be9fa95b0947b	65	男	会计师
444d8b0772598e08a5db53ca69269610	56	女	技术支持
44809739201ef9a1bc61104c69e758cc	46	女	项目经理
44ce940029b3021310b0403c3aa86ab0	59	男	人力资源
45242d09831efcb7f44e451ff154a272	43	女	项目经理
4597d7366d6b61705649db058880b9cf	52	女	数据分析师
45bb6b0b3c16c078242ff9e96f77370a	42	男	市场营销
465cbadb1e63048bd4a0b24a6452a037	41	男	会计师
46762745623fddb8b8b2a70a6391cbf3	30	男	企业家
468d0cfda1a8d6dbb35d2a8cbb97cc63	24	男	运营专员
46a82e009b2a37787dd7d24145bd56d4	53	女	运营专员
46ca89d4646fc8dc912524bf717270b7	62	男	产品经理
46f6a94cc0b2f3ab8607dd693556529a	37	男	项目经理
471fd8124fe3279f833b891275fa7611	18	女	咨询顾问
47599ab96fb7a28a4e08e2cc79371d34	25	男	咨询顾问
476a18fb3cdb96a137e9cbab01ccb1d6	63	女	律师
47950dbe036c32a90744ca54bfe044fc	33	女	自由职业者
47b6c3eb09efe9145a1c981d56151bb5	31	女	咨询顾问
485723cdca0c2675c7425f97f4135a11	29	男	技术支持
48774752f3ee92993b8c86ba84612cdd	40	男	会计师
487f42ef6b29a456e03c381d9990d7f0	32	女	技术支持
49434649c2cf16498b3bc53614d044c8	45	女	软件工程师
49739a1e16fe2cf26c88a2125022b285	51	男	人力资源
49d30cc85fcd9fe55d2c3e98941715bc	19	男	市场营销
49e6c5d64ced004c71a89056de14b019	49	男	销售经理
4a0a7a25a4f2265c66e18ddc79c073ae	40	女	自由职业者
4a18c7b9c86ac08ab3a96dfe701d9105	39	女	市场营销
4a7a3a6d673d4986ecd60090b4126641	42	男	研究员
4b5f2efd071666eb28be4ea50c5aa2e8	39	女	学生
4b5fec070fd108bcbd0b475fe9346c40	39	男	学生
4b771fcfed51f77699dc1d01a85dd653	59	女	会计师
4be53b52cc355499a8790de2bb13f16b	23	女	教师
4c4791e786e707ce19f25332ae5a27f5	32	男	销售经理
4c4e656c0ad4e88f178e18c577303dee	60	女	会计师
4c68b7a53d017862769453cca6d6b62e	54	女	项目经理
4c7a828abd12f7040f3e264c8a847efb	50	女	企业家
4cbc472038b456fc79df840367c7b192	25	男	咨询顾问
4cd9740d7df9cda2a5e024db2a6c607e	61	男	教师
4d18a54949a0b522fda6430bc9837fb6	61	女	教师
4d492408986ad8c6ed8f883d07906c7d	22	男	律师
4d5b881dea31cd90b7c8219fef108b8c	56	男	企业家
4d60fe6f2d980d030804cfdebe1bd22b	21	女	会计师
4d707613450a1a776fd6814106b80e31	23	男	财务分析师
4d7696b6e486342c48f625d298f63fcc	62	女	技术支持
4d97c1cc651d63c2556b0a0373f4c43f	49	女	咨询顾问
4e2e9806772d128c769e7f5e5fdb0955	47	男	财务分析师
4e421756fc2decbc4e3054d70ae01abc	64	女	企业家
4e7301a54728ae81549b7b0ec12607d3	52	男	项目经理
4e8e79ee4bd32186150a8bc503d5319f	57	女	学生
4e92ac6a8ba5e8e6b2db0d223a1fea15	33	男	软件工程师
4ece272f22a38c3e1dcb0ef2bda3974f	30	男	销售经理
4f01577fed890aa1c13a5c5b0c5790bf	59	女	企业家
4f29ad064b0e1d52fe1a8aec23c429c6	47	男	企业家
4f3e44f72fb1cedfe38c27ecf8b5b07d	36	女	数据分析师
4f6fe1038c0496227bf8e97fea74fb9d	34	男	UI设计师
4fb0510d1cef1c9e0b28e8e9dc1f6fff	36	女	UI设计师
4fe969019c81695d2103644f1aeaad45	45	男	学生
4ffaa72f18e3322e099f1768c7785499	43	女	自由职业者
505d8fab44e0819826a2e75fbf0f6c67	54	女	会计师
507bb2d39c8870cb3668b289727a930a	43	女	学生
50d91f607c90884705150079a900864c	40	男	咨询顾问
51a8283f7ef20b8a2a5a81f5d6e19dbf	26	男	律师
51ea0dade8beb2ab427bb1dec26c93f1	29	男	技术支持
51ec605181c857f1a81c94afcf70b9eb	18	男	数据分析师
51fc1c8bff8fa2f06aae895a6d3619be	18	女	会计师
527cf595fd8b13680418b0dac4d415e8	64	女	自由职业者
5281cb5316a618b659c5cf88007355ff	51	女	软件工程师
52b772a6adb1886d6d7178709a31555d	49	女	项目经理
52e8bfeb87002a306bdd30b48cfcb3ca	65	女	运营专员
